"","response_uuid","Age","Trial","Usable frames (%)","novel_good","Stimulus type"
"212","f22b3366-1a35-4b22-8bdf-d29879221af7","6","6",0.377142857142857,0.621212121212121,"NS"
"213","f53c1242-7c7e-441e-b24e-f1745def2023","12","1",0.503787878787879,0.680451127819549,"S"
"214","f53c1242-7c7e-441e-b24e-f1745def2023","12","2",0.38212927756654,0.527363184079602,"NS"
"215","f53c1242-7c7e-441e-b24e-f1745def2023","12","3",0.382575757575758,0.356435643564356,"NS"
"216","f53c1242-7c7e-441e-b24e-f1745def2023","12","4",0.475285171102662,0.392,"S"
"217","f53c1242-7c7e-441e-b24e-f1745def2023","12","5",0.571157495256167,0.262458471760797,"NS"
"218","f53c1242-7c7e-441e-b24e-f1745def2023","12","6",0.441904761904762,0.418103448275862,"S"
"219","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","1",0.795454545454545,0.39047619047619,"NS"
"220","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","2",0.9106463878327,0.58455114822547,"S"
"221","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","3",0.895833333333333,0.562367864693446,"S"
"222","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","4",0.623574144486692,0.314024390243902,"NS"
"223","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","5",0.552182163187856,0.498281786941581,"S"
"224","fb1824e0-7cc6-4939-a9d4-a808e433352a","6","6",0.493333333333333,0.629343629343629,"NS"
